Date - Time,Time,H17_106,L16_21,L18_122,M18_168,VH15_138,VH17_60,VH18_57,VL15_46,VL17_169,VL18_177
8/3/18 21:01,21:00,32.9,29.7,32.4,36,41.8,36.2,31.1,29.8,33,31.1
8/3/18 22:01,22:00,32.9,26.5,33,34.1,42.3,34.2,33.8,27.1,32.4,29.9
8/3/18 23:01,23:00,32.2,31.7,30.4,36,38.9,31.5,32.5,31.8,33,27.9
8/4/18 0:01,00:00,38.6,36.1,36.3,39.8,40.3,32.8,40.9,35.7,34.9,27.9
8/4/18 1:01,01:00,40.5,39.2,35.6,48.5,44.4,40.7,50.9,38.9,36.8,29.8
8/4/18 2:01,02:00,46.1,37.3,44.6,57.1,47.9,39.9,54.5,36.2,44.3,40.8
8/4/18 3:01,03:00,51.7,47.4,50.9,55.3,47.2,47.7,57.5,39.5,43.7,45.2
8/4/18 4:01,04:00,54.2,48,50.9,55.9,47.8,54,65.4,45.8,41.8,47.1
8/4/18 5:01,05:00,55.4,46.7,57.8,55.2,48.5,62.6,55.1,42.6,43.7,47.8
8/4/18 6:01,06:00,55.4,38.1,50.9,50.3,47.2,61.4,44.6,44,39.3,43.3
8/4/18 7:01,07:00,46.9,31.8,45.3,47.4,46.6,53,45.9,38.9,35,39.6
8/4/18 8:01,08:00,40.8,28.2,39,37.6,39.2,40.4,42.4,33.9,33.3,30.1
8/4/18 9:01,09:00,34.7,24.5,34.8,22.7,31.8,30.1,33.6,28.9,27.6,23.7
8/4/18 10:01,10:00,27.7,17.2,25.1,26.6,24.2,23.5,24.6,19.5,23.2,19.2
8/4/18 11:01,11:00,19,13.9,15.9,19.9,18.5,15.2,16.6,14.3,17.2,13.1
8/4/18 12:01,12:00,14.9,12.5,11.7,15.2,15.6,13.2,15.9,11.4,13.8,9
8/4/18 13:01,13:00,14.9,11.9,14.4,15.2,18.4,18,15.1,13.5,13.2,11.6
8/4/18 14:01,14:00,17.6,12.4,14.4,15.7,19.7,15.8,23.9,14.1,13.2,10.2
8/4/18 15:01,15:00,28.7,16.3,21.5,39,20.8,21.1,25.7,15.3,28.2,23
8/4/18 16:01,16:00,19.6,17,19.2,20.4,20.3,19.9,22.5,15.3,18.4,16.4
8/4/18 17:01,17:00,21.5,17,21,22.2,20.9,20.5,23.8,16.8,19.7,17
8/4/18 18:01,18:00,24.8,21.6,23.6,26.8,23,22.5,25.6,20.8,23.7,18.9
8/4/18 19:01,19:00,26.7,24.9,24.8,28.7,25.8,25.9,27.6,24.1,26.2,23.6
8/4/18 20:01,20:00,33.2,28.1,31.4,38.2,34.2,31.8,30.7,28.1,35.3,30.2
8/4/18 21:01,21:00,32.5,31.3,32,36.9,33.5,31.8,35.9,30.1,33.3,29.4
8/4/18 22:01,22:00,38.9,35.1,37.2,38.8,36.3,38.4,44.2,36,35.8,36.6
8/4/18 23:01,23:00,38.9,35.7,36.5,38.1,35.5,38.4,39.7,35.2,35.8,34.6
8/5/18 0:01,00:00,38.9,35,37.7,39.9,37.6,40.8,42.2,36.5,37,37.1
8/5/18 1:01,01:00,41.9,38.8,41.6,43.7,39.7,45.3,47.2,39.7,40.7,41.6
8/5/18 2:01,02:00,45.7,44.4,46,48,41.7,53,71.9,43.5,42,47.3
8/5/18 3:01,03:00,53.7,47.6,52.3,54.7,48,59.7,68.4,48.6,46.9,53.5
8/5/18 4:01,04:00,60.3,54.9,58.5,63.8,69,64,68.9,51.6,50.6,57.8
8/5/18 5:01,05:00,63.3,56.8,61.5,64.4,75,64,70.7,52.3,48.7,54.7
8/5/18 6:01,06:00,59.2,52.6,56.1,62.6,66.4,58.5,64.3,52.9,56.1,52.9
8/5/18 7:01,07:00,77.7,71.7,76.4,83.8,79.7,72.9,90.2,66.7,69.5,63.9
8/5/18 8:01,08:00,68.7,58.1,67.7,83.4,75.2,65.3,81,69.7,65.6,58.5
8/5/18 9:01,09:00,56.4,55.3,53.8,69.3,63.3,48.8,63.3,62.2,57.6,48.2
8/5/18 10:01,10:00,46.7,43,44.5,49.8,51.2,40.6,44.4,45.7,42.9,31.8
8/5/18 11:01,11:00,38.5,30.9,35.7,37.2,41.8,34.1,37.6,31.1,36.7,25.9
8/5/18 12:01,12:00,39.1,38.5,31.7,37.2,41.8,44.7,45.1,39.4,38.7,29.8
8/5/18 13:01,13:00,34.8,30.4,28.5,31.5,32.9,31.6,33.8,32.4,33.7,27.2
8/5/18 14:01,14:00,33.4,31,31.1,32.8,29.8,34.8,36.9,35,31.7,28.5
8/5/18 15:01,15:00,30.5,28.5,25.4,29.7,30.6,27.1,32.4,27.2,31.1,24.2
8/5/18 16:01,16:00,30.5,27.2,28.6,33.6,33.2,28.3,30.6,22.2,33.1,25.4
8/5/18 17:01,17:00,35,27.2,31.3,39.2,37.5,33,33.2,25.2,34.4,25.4
8/5/18 18:01,18:00,32.9,29.8,35.1,36.6,35.3,32.2,35.8,30.5,19.9,26.6
8/5/18 19:01,19:00,43.6,36.7,37.5,46.6,38,40.7,41.4,40.8,34.9,34.4
8/5/18 20:01,20:00,51.6,54.7,49.6,52.1,51.1,50.1,52.5,53.8,51.6,46.4
8/5/18 21:01,21:00,57.5,64.2,56.9,58.6,57.8,55.6,59.7,62.1,58,53.1
8/5/18 22:01,22:00,62.3,72.3,62.3,63.3,67.2,58.6,67.3,71.9,66.1,55.5
8/5/18 23:01,23:00,74.9,80.7,73.5,77.2,75.1,72.4,79.3,77.5,78.9,70.4
8/6/18 0:01,00:00,78.2,81.8,76.4,80,78.4,72.9,81,79.1,81.6,73.8
8/6/18 1:01,01:00,77.7,79.1,77.6,80.6,80.4,71.8,83.2,77.5,86.9,73.8
8/6/18 2:01,02:00,73.8,73.4,71.2,79.4,80.4,68.8,75.4,75.8,81.6,68.7
8/6/18 3:01,03:00,72.1,74.5,71.2,80.5,82.3,68.2,75.9,73.5,82.1,65.7
8/6/18 4:01,04:00,80.4,78.4,80.9,88.8,85.5,74.6,83.7,76.9,83.2,70.9
8/6/18 5:01,05:00,83.2,82.4,84.3,89.8,87.4,78,90.2,80.2,85.3,74.9
8/6/18 6:01,06:00,76.6,77.4,79.2,80,86.2,77.5,80.5,78,76.8,74.4
8/6/18 7:01,07:00,69.8,57.7,70.7,72.7,81,70,72,70.2,67.4,63.4
8/6/18 8:01,08:00,64.1,65.4,62.3,64.6,68,64.2,65.1,68,66.8,58.6
8/6/18 9:01,09:00,67.6,53.6,64.8,61.7,69.3,55.2,65.1,65.1,65.7,52.8
8/6/18 10:01,10:00,57.2,54.8,65.6,57.7,58.2,54.7,60.4,61.1,58.8,44.8
8/6/18 11:01,11:00,50.5,50,46.1,49.3,50.8,47.3,48.5,48.6,55.3,39.8
8/6/18 12:01,12:00,63.8,53,63.8,54.6,56.7,48.5,57.7,54,53.5,60.2
8/6/18 13:01,13:00,47.5,46.3,37.9,46.2,46.8,39.6,46.6,41,47.5,39.1
8/6/18 14:01,14:00,44.5,36.9,36,43.1,43.2,38.4,46.6,40.2,40.2,34.6
8/6/18 15:01,15:00,33.8,34.2,32.1,38.7,37.7,39,44,38.9,39.4,33.9
8/6/18 16:01,16:00,35.5,34.2,30.6,39.2,40.2,36.8,37.1,29.9,35,31.9
8/6/18 17:01,17:00,38.7,38,35.1,41.1,41.6,36.2,40.2,37.7,33.2,29.4
8/6/18 18:01,18:00,41.8,40.5,42.9,43.5,43.7,39.5,42.7,38.3,28.8,33.8
8/6/18 19:01,19:00,58.8,72.3,56.9,58.7,58.5,61.2,65.1,68.6,59.8,51.4
8/6/18 20:01,20:00,69.8,77.9,68.3,75,72.6,66,83.8,75.8,76.8,62.2
8/6/18 21:01,21:00,69.8,81.3,68.3,77.8,66.5,64.1,85.9,75.3,75.2,61.6
8/6/18 22:01,22:00,74.4,74.5,74.7,74.4,73.8,66,87,73,77.3,64
8/6/18 23:01,23:00,70.4,74.5,69.4,72.6,76.4,66,87.5,69.6,70.1,66.3
8/7/18 0:01,00:00,74.9,79.6,73.5,78.8,79.7,70,90.2,73,76.7,70.4
8/7/18 1:01,01:00,78.2,82.4,78.7,83.8,82.9,75.8,90.8,76.3,79.4,72.7
8/7/18 2:01,02:00,82.6,85.1,82.6,86.6,85.5,76.3,92.3,79.6,83.2,78.9
8/7/18 3:01,03:00,83.7,87.3,84.3,85.5,84.9,80.9,90.2,82.9,80.5,78.3
8/7/18 4:01,04:00,82,86.2,83.7,88.2,86.1,81.4,91.8,80.2,80.5,80
8/7/18 5:01,05:00,83.7,82.9,85.9,87.1,86.1,83.6,92.9,79.1,81.6,80
8/7/18 6:01,06:00,78.8,63.5,84.8,83.8,86.1,81.4,83.7,76.3,72.8,73.8
8/7/18 7:01,07:00,64.6,52.3,68.8,72.6,82.3,70.6,73.7,70.2,61,65.1
8/7/18 8:01,08:00,58.7,49.9,59.8,53.8,69.9,55,63.9,62.1,55.7,41.4
8/7/18 9:01,09:00,50.3,42,51.9,37.4,55.3,43.8,55.6,50.7,49.7,36.9
8/7/18 10:01,10:00,44.9,41.2,45.2,41,47.3,40.7,49.6,48.4,44.8,33.2
8/7/18 11:01,11:00,37.4,33,35,36.7,39.8,36.2,37,33.7,39.9,30.6
8/7/18 12:01,12:00,34.9,34.3,28.6,35.5,39.2,30.4,35.8,32.5,37.5,26
8/7/18 13:01,13:00,33,29.8,28,31.8,32.9,26.4,34.6,30.6,34.4,26
8/7/18 14:01,14:00,25.1,24.5,20.6,26,25,23,26.7,23.8,27.2,21.4
8/7/18 15:01,15:00,24.5,25.1,21.2,25.1,29.1,19.5,26.7,23.1,25.9,19.2
8/7/18 16:01,16:00,36.3,38.8,32,37.5,43,33.8,42.2,34.5,34,32.6
8/7/18 17:01,17:00,38.2,35,35.2,43.6,44.4,38.9,40.3,38.4,30.3,35.8
8/7/18 18:01,18:00,44.4,40.8,42.9,47.4,49.2,42.1,46.7,42.3,26.4,39
8/7/18 19:01,19:00,47.4,49.5,44.7,49.7,48.3,45.2,53.2,50.5,46.8,41.5
8/7/18 20:01,20:00,52.7,49,50.6,55.6,55.7,45.6,51.7,47.4,55.1,46.9
8/7/18 21:01,21:00,58.2,57,54.4,62.8,60.5,48.8,60.8,54.3,59.3,48.8
8/7/18 22:01,22:00,61.1,61.8,58.1,63.9,65.2,51.9,67.3,58,62.8,50
8/7/18 23:01,23:00,64.6,63.5,62.3,71.5,69.9,59.3,73.1,61.5,63.9,55.5
8/8/18 0:01,00:00,66.9,68.2,74.7,70.9,72.6,61.1,72.5,62.7,65.6,59.8
8/8/18 1:01,01:00,68.7,68.2,67.7,75.5,75.2,67.1,75.4,65,69,65.8
8/8/18 2:01,02:00,74.9,71.7,72.3,78.3,73.8,70,77.7,67.4,71.3,66.9
8/8/18 3:01,03:00,71.5,74.5,70,78.9,77.1,67.6,75.9,71.3,75.1,63.9
8/8/18 4:01,04:00,74.9,72.2,74,85.5,81,70.5,76.5,71.3,78.4,66.8
8/8/18 5:01,05:00,77.1,77.9,74,83.8,82.9,72.8,83.7,75.8,77.2,64.4
8/8/18 6:01,06:00,72,73.9,71.7,73.7,81.6,72.8,70.8,74.6,69.5,66.2
8/8/18 7:01,07:00,68.1,58.8,70.6,68.5,78.4,71.1,71.4,72.4,64.4,67.4
8/8/18 8:01,08:00,66.9,70,67.1,65.1,70.6,61.2,71.4,74.2,66.2,55.7
8/8/18 9:01,09:00,81,77.4,80.9,81.1,77.1,79.2,84.8,80.2,81.6,75.6
8/8/18 10:01,10:00,53.2,47.1,51.7,55.4,62.4,56,58.3,52.9,51.9,52.9
8/8/18 11:01,11:00,45.4,39.7,43.7,45.9,56.5,48.7,46.9,46.8,44.1,41.8
8/8/18 12:01,12:00,44.2,41.7,38.1,42.3,44.5,40.6,46.4,44.4,42.9,40.7
8/8/18 13:01,13:00,38.6,38,34.5,36.7,40.4,37,44.6,42,38.7,35.1
8/8/18 14:01,14:00,32.3,32.9,26.5,31,32.8,29.8,36.2,33,31.7,29.2
8/8/18 15:01,15:00,25.9,29.2,24.6,28.5,29.9,25.7,33.7,28.6,28.5,28.6
8/8/18 16:01,16:00,27,27.8,21.9,29,30.3,24.3,29.8,19.3,25.8,22.6
8/8/18 17:01,17:00,29.6,23.7,25.8,32,28.8,28.8,28.4,21.6,23.8,21.9
8/8/18 18:01,18:00,27.4,24.9,25.8,30,29.4,27.3,28.4,21.6,20.6,21.9
8/8/18 19:01,19:00,34.5,30.6,32.7,37,33.5,32.5,36,30.8,32.7,29.5
8/8/18 20:01,20:00,40.8,39.6,37.2,42.6,41.2,37.8,46.1,37.3,39.7,34.7
8/8/18 21:01,21:00,47.7,43.9,41.7,49.4,44.7,43.6,51,41.7,44,39.9
8/8/18 22:01,22:00,53.2,47.6,49.3,56,50.1,48,61.9,45.6,47.1,44.8
8/8/18 23:01,23:00,58,52.5,53.6,61.4,54.3,59.8,67.8,50.5,53.1,49.2
8/9/18 0:01,00:00,62.2,60.4,57.9,66.1,60.4,54.2,71.3,56,57.8,52.9
8/9/18 1:01,01:00,63.9,66.9,62.2,71.4,67.8,57.3,68.4,60.2,61.4,54.1
8/9/18 2:01,02:00,64.5,69.8,64,74.8,70.4,60.3,74.7,62.5,67.2,56.6
8/9/18 3:01,03:00,66.8,70.4,65.1,74.8,71.7,61.5,73.6,63.1,68.8,59.6
8/9/18 4:01,04:00,67.4,71,65.7,79.3,79,66.9,76.4,63.1,68.3,63.2
8/9/18 5:01,05:00,72,75,69.8,78.8,80.3,69.8,79.8,66,67.1,66.1
8/9/18 6:01,06:00,70.3,53.3,70.5,76,75,73.4,56.6,61.9,54.3,66.1
8/9/18 7:01,07:00,59.2,38.5,61.6,64.4,69.1,54.7,60.8,51,47.7,54.8
8/9/18 8:01,08:00,52.1,33.4,49.3,46.4,54.4,45.5,50.5,44.2,41,32.3
8/9/18 9:01,09:00,40.9,31,40.5,29,44.3,35.9,39.9,39.3,35.9,28.5
8/9/18 10:01,10:00,34.7,29.7,33.6,33.4,36.8,30.8,33.6,34.2,32.7,23.2
8/9/18 11:01,11:00,30.2,23.7,24.5,22.2,29.9,25.5,25.9,26.3,24.9,18.6
8/9/18 12:01,12:00,22.2,25.1,17,22.2,23.5,20,21.1,24.4,21.6,16.4
8/9/18 13:01,13:00,23.7,19.7,17.8,23.1,20.7,19.5,22.5,19.5,22.4,15.7
8/9/18 14:01,14:00,17.6,19.1,14.4,19.1,21.4,15.3,18.4,19,18.4,14.4
8/9/18 15:01,15:00,18.4,17.1,15.8,19.1,17.7,17.4,22.5,16.9,19.1,13.1
8/9/18 16:01,16:00,16.3,17.1,13.9,18.4,18.8,17.9,18.4,11.7,17.8,13.7
8/9/18 17:01,17:00,19.6,17.1,17.7,21,20.2,19.1,17.7,15.6,15.9,13
8/9/18 18:01,18:00,22.1,18.9,20.1,23.4,20.9,20.4,21.6,18.1,15.3,15.5
8/9/18 19:01,19:00,25.3,22.1,23.5,28.6,25,24.5,32.7,23.5,23.6,20.2
8/9/18 20:01,20:00,31.2,29.3,28.7,33.1,32.8,29.9,41,28.1,30.1,26.2
8/9/18 21:01,21:00,36.4,33.2,32.7,38.2,36.3,34.5,44.8,32,35.2,30.1
8/9/18 22:01,22:00,44.6,38.9,41.1,45.7,41.9,40.9,48,36.6,42.8,36.6
8/9/18 23:01,23:00,49.5,45.2,48.1,53.7,48.1,40.9,54.1,45.6,47.7,43
8/10/18 0:01,00:00,55.7,50.7,50.5,57.3,52.2,44.7,56.5,48.7,51.3,46.1
8/10/18 1:01,01:00,57.4,56.2,54.9,63.8,55.6,47.2,66.7,52.3,54.9,48
8/10/18 2:01,02:00,59.8,58.6,56.7,66.1,56.2,54.1,67.2,57.2,58.5,51
8/10/18 3:01,03:00,60.3,60.4,59.1,67.9,57.6,56,65.4,57.2,59,54.8
8/10/18 4:01,04:00,62.7,63.9,61.5,75.4,75.7,62.1,75.3,55.3,60.2,61.4
8/10/18 5:01,05:00,67.4,65.1,65.7,74.2,72.4,70.5,79.8,57.7,63.7,59.5
8/10/18 6:01,06:00,68,51.4,66.9,72.5,70.4,71.6,59,58.3,52.4,57.1
8/10/18 7:01,07:00,55,34.7,55.5,60.3,65.1,52.3,66.7,47.3,43.4,42.9
8/10/18 8:01,08:00,45.2,32.2,48.7,41.5,46.8,38.4,44.9,41.1,36.4,24.3
8/10/18 9:01,09:00,39.1,31.5,38.6,25.2,41.6,32,36.7,36.7,34.6,27.8
8/10/18 10:01,10:00,32.1,30.8,30.9,29.5,33.3,28.2,31,34.1,34.1,22.6
8/10/18 11:01,11:00,28.9,27.8,27.1,30.3,32.1,28.9,30.5,29.1,33.5,21.3
8/10/18 12:01,12:00,26.3,24.5,23.8,28.4,26.3,26.3,25.9,23.8,27.8,19.9
8/10/18 13:01,13:00,22.3,19.8,19.3,20.6,22.2,19.5,25.3,21,21.7,17.2
8/10/18 14:01,14:00,20.4,20.5,15.8,18.6,19.2,16.8,21.9,19.7,19.1,13.1
8/10/18 15:01,15:00,17.2,18.5,15.8,18.6,21.1,18.8,22.5,18.4,19.1,15.2
8/10/18 16:01,16:00,20.4,18.5,16.6,23.9,21.1,20,21.9,13.8,20.5,15.2
8/10/18 17:01,17:00,21.6,19,19.7,25.6,23.1,21.3,21.2,18.4,20.5,14.4
8/10/18 18:01,18:00,24.9,23.7,23.7,28.1,25.9,22.6,26.4,22.4,20.5,17.6
8/10/18 19:01,19:00,31.3,29.5,28.9,32.5,29.4,29.3,32.9,28.2,30.2,26.3
8/10/18 20:01,20:00,33.2,30.6,31.4,33.8,31.4,31.9,32.9,30.1,32.6,27.5
8/10/18 21:01,21:00,35,33.8,33.3,37.5,34.8,33.1,36.6,33.3,34.5,30.7
8/10/18 22:01,22:00,34.3,35.6,32.5,36.1,36.8,33.7,37.8,35.2,33.8,31.2
8/10/18 23:01,23:00,36.8,35.6,36.4,38,36.8,35.6,38.3,35.2,36.3,33.8
8/11/18 0:01,00:00,38,36.8,37,39.8,38.9,40.8,40.9,38.3,36.3,35.7
8/11/18 1:01,01:00,40.6,41.2,38.2,41,41.6,47.9,47.8,40.8,38.7,46
8/11/18 2:01,02:00,44.3,42.4,42.7,44.2,43.7,49.1,52.7,43.4,43.7,51.6
8/11/18 3:01,03:00,48,44.9,45.9,51.6,47.9,53.5,52,45.2,48.7,48.5
8/11/18 4:01,04:00,54.8,48.7,50.3,58.3,54,54.7,60,49,50.5,51.5
8/11/18 5:01,05:00,57.2,53,54.6,64.9,56.1,60.2,61.8,52.1,54.1,54
8/11/18 6:01,06:00,60.3,47,56.5,66.7,58.9,63.9,52.2,52.8,48.1,56.5
8/11/18 7:01,07:00,53.1,39.6,55.4,58.5,56.9,48.4,54.6,48.5,42.1,46.6
8/11/18 8:01,08:00,47.7,30.9,48.1,44.6,49,39,45.5,41.6,37.8,33.4
8/11/18 9:01,09:00,37.2,27.2,36.6,25.8,38.8,32.6,38,36.6,34.1,26.4
8/11/18 10:01,10:00,30.8,27.2,29,29.6,29,29.5,30.4,32.2,29,22.5
8/11/18 11:01,11:00,26.9,21.1,23.8,23.7,22.6,22,26.5,22.2,25.7,17.8
8/11/18 12:01,12:00,20.2,19.8,16.4,21.1,17.7,18.7,20.5,18.9,20.3,15.8
8/11/18 13:01,13:00,14.8,14.4,12.9,17.3,17,14.5,15.7,13.2,14.9,11
8/11/18 14:01,14:00,11.4,14.4,9.4,12.4,13.3,11.7,16.5,13.2,13.7,9.5
8/11/18 15:01,15:00,11,13.1,11,11.8,12.5,11.7,14.4,13.2,12.4,8.2
8/11/18 16:01,16:00,11,11.1,9.7,13.9,13,11.7,15,7.4,12.4,8.9
8/11/18 17:01,17:00,13.4,12.4,12.2,18.3,15.1,15,14.4,10.6,14.5,9.4
8/11/18 18:01,18:00,18,15.6,17.5,20.2,18.7,17,19.7,16.1,10.9,14.1
8/11/18 19:01,19:00,25.3,24.1,22.8,26,23.6,22.4,25.5,23.4,23.6,20.1
8/11/18 20:01,20:00,27.8,26,26.7,29.1,27.8,27.1,28,25.3,26.7,25.4
8/11/18 21:01,21:00,31,30.5,29.9,32.2,30.5,29.7,33.2,30.6,31.2,26.7
8/11/18 22:01,22:00,32.9,33.6,31.8,35.5,35.4,33,35.7,32.5,33,29.9
8/11/18 23:01,23:00,37.5,36.2,36.4,38.7,36.8,36.3,38.3,36.4,36.3,33.8
8/12/18 0:01,00:00,38.1,36.2,37,38.7,38.2,38.2,41.5,37.7,36.9,34.4
8/12/18 1:01,01:00,39.3,38,38.9,41.1,39.6,42,42.7,39.6,38.7,36.3
8/12/18 2:01,02:00,43,41.8,42,43.5,41.6,44.5,69.5,42.8,40.6,42
8/12/18 3:01,03:00,48.7,44.3,46.5,44.8,45.1,46.5,58.2,44.7,44.3,45.2
8/12/18 4:01,04:00,54.2,47.5,49,57.7,51.3,51.5,63,45.9,46.8,48.4
8/12/18 5:01,05:00,57.8,52.3,55.9,61.9,52.7,57.7,65.4,50.8,49.8,52.1
8/12/18 6:01,06:00,61.5,40.7,58.3,61.9,52,58.9,52.3,49,44.4,55.2
8/12/18 7:01,07:00,51.2,36.4,45.2,52.3,54.8,53.5,55.8,45.9,43.2,41.4
8/12/18 8:01,08:00,40.6,31.3,40.2,41.4,48.2,43.5,42.2,37.6,38.3,31.5
8/12/18 9:01,09:00,37.7,30.2,37.2,26.3,35.8,29.9,37.2,36.6,32.6,24.9
8/12/18 10:01,10:00,31.3,28.8,29.5,28.1,31.1,27.3,30.9,32,31.5,23
8/12/18 11:01,11:00,29.5,28.8,25.8,27.1,26.9,24.2,29.8,29.7,27,19.9
8/12/18 12:01,12:00,22.2,21.1,19.1,21.2,20.5,24.2,23.9,21.1,20.3,20.6
8/12/18 13:01,13:00,19.7,17.8,17.2,17.9,20.5,16,19.8,20.3,19.7,14.4
8/12/18 14:01,14:00,14.9,14.4,12.3,15.8,15.4,16,20.5,14.8,16.6,10.9
8/12/18 15:01,15:00,13.7,13.8,12.3,13.2,12.4,14.6,15,13.4,15.7,9.6
8/12/18 16:01,16:00,15.6,15.8,13.1,18.5,17.3,15.1,18.4,12.3,15.2,11.5
8/12/18 17:01,17:00,17.5,15.8,16.3,20.2,20.9,19.1,20.4,16.9,15.2,14.9
8/12/18 18:01,18:00,22.1,18.9,20.9,24.1,21.5,21.1,23,18.8,13.5,19.6
8/12/18 19:01,19:00,24.5,24.8,23.4,25.2,24.2,24.4,26.8,23.4,23.5,21.4
8/12/18 20:01,20:00,29.8,30.6,28.6,33,30.6,26.3,33.3,30,30.6,26
8/12/18 21:01,21:00,33.6,32.4,32.5,34.8,35.5,33,35.8,32.6,33.1,30.6
8/12/18 22:01,22:00,37.5,39.4,37,39.3,40.4,36.3,39,38.4,38.3,34.5
8/12/18 23:01,23:00,41.3,42,41,43.7,43.9,40.1,44.1,42.3,42.7,39.1
8/13/18 0:01,00:00,45.7,44.5,44.1,46.2,45.2,44.6,47.8,46,43.2,42.2
8/13/18 1:01,01:00,48.2,46.3,40.7,48,47.2,45.2,52.1,46.6,45.7,48.5
8/13/18 2:01,02:00,55.5,51.2,52.9,54.1,50.7,49,60,51.6,51.8,52.2
8/13/18 3:01,03:00,60.3,56,55.3,61.9,57.5,52.7,66.5,53.4,54.7,50.8
8/13/18 4:01,04:00,54.8,57.2,55.3,62.5,81.1,55.8,64.7,57.6,54.7,49.6
8/13/18 5:01,05:00,60.8,63.8,58.3,67.6,82.3,62,70,60.6,59.4,52.7
8/13/18 6:01,06:00,65,58.5,60.2,67.6,81.1,64.5,59.5,64.2,57.7,56.5
8/13/18 7:01,07:00,55.5,49.5,56.6,55.3,75.7,57.8,57.6,60.1,53.6,50.3
8/13/18 8:01,08:00,48.8,45.2,47.3,45.6,60.4,43.4,49.7,52.3,47,33.4
8/13/18 9:01,09:00,40.8,42.8,39.7,30,49,31.7,45.4,48.7,43.3,27.5
8/13/18 10:01,10:00,40.3,39.7,38,36.5,41,31.3,41.8,45,41.5,26.3
8/13/18 11:01,11:00,35.9,34.1,32.9,35.9,34.8,30.9,35.5,38,36.5,27.1
8/13/18 12:01,12:00,31.4,30.2,25.8,30.1,28.5,28.2,32.3,29.7,34.1,21.1
8/13/18 13:01,13:00,27.6,24.3,21,25,24.9,20.7,25.1,26.3,27.6,20.5
8/13/18 14:01,14:00,21.1,23.1,18.4,21.7,21.4,16.7,19,18.9,20.4,17.2
8/13/18 15:01,15:00,18.5,15.7,15.8,21.2,16.9,15.2,21.8,14.7,16.3,14.5
8/13/18 16:01,16:00,16.9,13.6,11,15.7,17.3,14.4,15.6,11.6,13.7,11.5
8/13/18 17:01,17:00,17.4,14.2,14.2,18.9,17.9,18.5,15.6,11.9,13.7,13.6
8/13/18 18:01,18:00,19.8,15.3,15.9,19.3,19,17.5,16.6,14.3,17.4,14
8/13/18 19:01,19:00,23.7,20,17.7,25.7,23.3,22.2,27.2,20.5,19.2,14.5
8/13/18 20:01,20:00,30.4,29.2,26,33.5,36.8,31.1,35.8,27.2,23.9,27.5
8/13/18 21:01,21:00,36.2,34.4,31.2,37.4,39.7,34.3,37.1,31.2,33.8,30.7
8/13/18 22:01,22:00,45.8,40.7,39,46.8,46.6,42.2,50.3,39.7,37.6,30.7
8/13/18 23:01,23:00,50.7,46.3,48,51.7,47.3,42.2,61.3,44.9,41.9,37.7
8/14/18 0:01,00:00,52.5,51.9,48,55.3,54.2,43.3,65.5,55.4,45.6,43.5
8/14/18 1:01,01:00,55.5,55.5,54.1,57.7,61,52.9,63.6,56.6,49.3,45.4
8/14/18 2:01,02:00,61.5,65.8,60.4,62.6,60.3,57.8,68.4,64.9,54.2,55.3
8/14/18 3:01,03:00,66.3,71,64.6,67.9,67.7,67,70.8,71.3,60.8,61.5
8/14/18 4:01,04:00,72.1,81.2,72.3,76.5,88.1,74.6,78.2,80.2,67.2,69.8
8/14/18 5:01,05:00,78.8,87.3,79.8,78.2,94.4,81.4,85.4,85,75.6,74.9
8/14/18 6:01,06:00,79.3,87.3,80.9,73.7,95.7,79.2,84.3,87.6,67.2,74.4
8/14/18 7:01,07:00,77.2,86.8,78.1,63.8,93.2,78.1,82.7,87.1,59.7,75.6
8/14/18 8:01,08:00,69.9,67.8,70.7,67.5,84.9,67.2,73.8,76.4,69.6,59.3
8/14/18 9:01,09:00,55.9,60.2,58.2,42.4,67.5,54,55.6,66.9,61.6,43.4
8/14/18 10:01,10:00,51.7,51.2,48.4,47.3,54.2,44,50.2,58.8,54,36.5
8/14/18 11:01,11:00,43.7,41.9,40.9,42.4,48,40.1,39.6,47.8,48,32
8/14/18 12:01,12:00,41.3,36.8,33.9,37.4,39,31.1,37.1,34.6,40,31.3
8/14/18 13:01,13:00,31.7,35.5,29.3,33.6,32.8,29.2,35.8,33.8,31.8,27.4
8/14/18 14:01,14:00,37.3,32.4,32.4,36,36,32.3,35.1,29.2,32.9,29.2
8/14/18 15:01,15:00,28.5,27.2,26.1,31.1,30.7,27.9,33.2,27.9,30.5,23.4
8/14/18 16:01,16:00,32.1,33.5,31,32.8,34.6,32.7,34.9,34.3,31,26.5
8/14/18 17:01,17:00,54.7,36.6,63.2,50.2,41.5,78.2,45.8,37.5,42.4,73.9
8/14/18 18:01,18:00,75,100,82.7,73.9,75.1,73.5,77.1,94.8,71.8,77.3
8/14/18 19:01,19:00,79.4,100,81.5,74.9,86.2,74.7,78.2,91.8,73.4,78.9
8/14/18 20:01,20:00,73.8,100,74.6,71.5,79.7,73.5,74.8,82.9,71.8,71.5
8/14/18 21:01,21:00,78.8,100,82.6,83.3,86.2,79.8,80.4,80.2,83.2,83.4
8/14/18 22:01,22:00,79.9,96.4,83.2,80.5,83.6,82.6,89.7,80.2,80.5,83.9
8/14/18 23:01,23:00,73.8,85.1,75.8,76,75.8,75.2,78.8,73,75.1,76.1
8/15/18 0:01,00:00,68.6,71.1,70,71.5,69.8,71.7,70.2,69,68.4,68.6
