Date - Time,Time,H17_106,L16_21,L18_122,M18_168,VH15_138,VH17_60,VH18_57,VL15_46,VL17_169,VL18_177
8/26/18 4:01,04:00,60.9,56.1,57.9,67.9,69,62.7,71.9,51.6,49.9,56
8/26/18 5:01,05:00,60.3,54.8,60.8,64.3,66.3,66.9,63.6,49.7,49.9,56.5
8/26/18 6:01,06:00,63.2,47.6,60.2,63.1,61,68.7,64.8,52.2,51.8,56.5
8/26/18 7:01,07:00,52.6,42.1,53.5,52.5,58.3,57.3,52.8,44.1,39.5,47.3
8/26/18 8:01,08:00,42.8,31.5,44.8,22.3,45.5,41.7,48.1,36.6,34,27.7
8/26/18 9:01,09:00,33.4,23.8,36.1,22.6,33.2,31.5,31.8,26.8,27.6,24.4
8/26/18 10:01,10:00,22.2,21.1,22.9,20.4,25.6,21.5,24.5,22.8,21,16.5
8/26/18 11:01,11:00,18.3,14.4,17.8,18.5,19.9,18.7,17.8,18.8,20.4,11.8
8/26/18 12:01,12:00,17.6,15.1,15.1,17.1,17,17.5,18.7,16.7,17.1,13
8/26/18 13:01,13:00,19.5,18.9,17.5,21,19.6,27.9,22.2,22.2,17.1,14.8
8/26/18 14:01,14:00,18.8,19.7,16.9,19,17.4,23.9,25.1,18.8,17.1,15.6
8/26/18 15:01,15:00,20.1,19.7,19.6,20.9,20.1,20.7,23.7,18.8,17.7,17.6
8/26/18 16:01,16:00,22.1,21,20.2,22.9,21.5,23.2,25,20.2,21.1,19.6
8/26/18 17:01,17:00,20.8,18.4,20.2,23.4,21.5,21.9,23.7,18.2,14.8,18.3
8/26/18 18:01,18:00,27.9,23.5,26.8,29.2,24.3,25.8,29.4,22.6,23.6,23.5
8/26/18 19:01,19:00,36.3,29.3,32.6,38.1,27.8,34.5,39.1,27.3,28.1,30.7
8/26/18 20:01,20:00,38.9,31.2,33.9,42.5,31.3,39,40.4,30.7,31.3,33.4
8/26/18 21:01,21:00,29.1,27.9,27.9,30.4,29.8,28.4,30,28,29.3,25.4
8/26/18 22:01,22:00,30.4,27.9,27.9,28.4,31.2,29.6,31.9,28,28.5,26
8/26/18 23:01,23:00,30.4,27.9,29.1,31.6,29.8,27.6,30.6,28,29.8,26.6
8/27/18 0:01,00:00,33.6,31.7,31.1,34.8,32.6,20.8,38.3,31.2,32.4,23.2
8/27/18 1:01,01:00,29.6,23.1,26.4,31.4,33.2,31.5,23.9,22.4,29.7,24.5
8/27/18 2:01,02:00,36.7,30.3,33.6,38.4,35.3,32.7,33,28.3,34.2,29.7
8/27/18 3:01,03:00,41.1,37.9,39.4,44.1,37.4,41.9,40,36.2,36.1,37.5
8/27/18 4:01,04:00,34,34.1,33.5,37.2,52.7,37.3,35.5,32.9,34.8,32.3
8/27/18 5:01,05:00,36,32.2,36.8,42.2,52.7,39.3,35.5,31,38,34.9
8/27/18 6:01,06:00,43.6,35.5,42,47.2,46.4,43.9,42,36.8,37.4,38.8
8/27/18 7:01,07:00,41.8,38,42,36.8,40.9,47.1,47.1,36.8,37.4,37.7
8/27/18 8:01,08:00,35,29.3,34.4,20.6,36.3,34.5,36.5,31.2,31.3,25.5
8/27/18 9:01,09:00,28,26.1,30,24.3,30.2,26.6,29.6,28,26.1,21
8/27/18 10:01,10:00,22.9,21.7,22.2,22.3,24.6,21.9,27.7,22.6,22.2,18.3
8/27/18 11:01,11:00,20.9,20.4,17.7,21,20.4,20,19,18.6,19.6,13.6
8/27/18 12:01,12:00,12.5,17.7,10.6,13.8,16.3,12.3,14.4,17.3,13.6,10.7
8/27/18 13:01,13:00,13.3,14.4,11.4,11,12.7,11.8,13.4,11.8,12.9,8.8
8/27/18 14:01,14:00,11.5,11.6,10.1,11.7,11.3,10.3,11.5,10.5,10.9,8.1
8/27/18 15:01,15:00,10.2,10.2,8.2,10.4,10.5,12.1,13.7,9.2,10.9,7.4
8/27/18 16:01,16:00,11.5,11,8.9,11.7,12.2,19.1,14.3,8.3,9.7,8.5
8/27/18 17:01,17:00,18,12.2,12.7,11.7,15.7,14.9,23,10.6,9,10.6
8/27/18 18:01,18:00,21.4,14.8,13.2,16.8,17.8,16.2,18.8,15.9,12.4,11.2
8/27/18 19:01,19:00,21.4,16.8,20.6,24.6,19.1,17.5,28.7,16.5,16.9,15.9
8/27/18 20:01,20:00,29.1,18,25.8,32.9,36.9,27.6,37.8,17.8,22.7,21.9
8/27/18 21:01,21:00,29.7,28.5,26.5,31.6,30.5,24.8,31.3,27.2,22,17.9
8/27/18 22:01,22:00,30.2,30.9,28.4,30.2,29.6,27.4,32.4,31.7,29,25.8
8/27/18 23:01,23:00,31.4,33.4,30.2,32.7,34.5,30.7,34.2,32.9,33.5,27.7
8/28/18 0:01,00:00,31.4,33.9,30.8,33.2,37.2,32.6,33.5,36.1,33.5,27.7
8/28/18 1:01,01:00,44.8,50.4,43.2,42.8,44.9,42.5,48.2,50.2,41,39.4
8/28/18 2:01,02:00,51.1,53.5,49.6,50.3,51.9,48.9,93.4,51.4,51,47.1
8/28/18 3:01,03:00,56.6,58.4,55.2,57.6,56,52.7,94.8,55.7,57.6,49
8/28/18 4:01,04:00,62,64.2,59.5,67.8,81,57.1,88.7,62.3,60.5,53.3
8/28/18 5:01,05:00,61.4,66.4,63.1,68.7,84.6,64.9,81.8,66.2,66.7,58.2
8/28/18 6:01,06:00,63.6,57.2,61.9,66.3,85.9,63.8,81.4,63.3,65.6,58.2
8/28/18 7:01,07:00,56.6,48.6,57.1,52.3,68.2,60.1,62.3,56.9,55.3,51.4
8/28/18 8:01,08:00,51.7,46.7,53.3,30,61,49.7,56.9,50.2,51.7,30
8/28/18 9:01,09:00,46.8,44.9,49.6,39.8,48.7,42.7,47.6,48.9,52.9,35.2
8/28/18 10:01,10:00,43.1,42.4,42.7,41.7,42,40.1,45.8,47.7,48.6,32.5
8/28/18 11:01,11:00,43.1,40.6,35.8,39.2,37.1,35.7,42.2,44.6,45,31.9
8/28/18 12:01,12:00,38.8,34.9,28.1,38.7,33.7,30.5,37.2,38.3,41.3,28.8
8/28/18 13:01,13:00,37.5,33.7,33.9,33.7,30.4,28.6,34.1,34.5,36.4,30.6
8/28/18 14:01,14:00,36.3,31.8,30.1,39.3,34.3,27.4,36.6,34,37.6,29.4
8/28/18 15:01,15:00,33.2,35.7,29.5,35.1,31.6,27.4,36.6,31.5,34.5,30.1
8/28/18 16:01,16:00,34.5,33.8,29.5,35.1,35.6,32.5,37.2,35.2,34.5,30.7
8/28/18 17:01,17:00,36.9,36.9,33.9,38.8,38.4,35,38.4,37.1,33.4,33.3
8/28/18 18:01,18:00,42,39.4,39.1,43.7,40.4,37,51,41,40.2,36.5
8/28/18 19:01,19:00,44.5,43.2,42.3,45.6,43.2,39.6,51.6,42.8,44.5,39.1
8/28/18 20:01,20:00,46.9,48.2,46.7,51.1,46.6,42.8,49.7,48.5,46.3,43.5
8/28/18 21:01,21:00,53.1,53.7,51.7,54.7,53.5,47.9,56.5,52.8,51.9,48.5
8/28/18 22:01,22:00,55,58.5,54.8,55.4,57.6,52.3,62.5,57.7,55.4,51.6
8/28/18 23:01,23:00,59.7,61,59.1,62,61.6,58.4,65.4,59.5,61.3,56.5
8/29/18 0:01,00:00,63.3,68.6,63.9,67.3,66.3,61.5,68.9,64.8,65.4,60.2
8/29/18 1:01,01:00,62.6,69.8,62,73.1,71,62.6,73.5,68.9,68.3,61.3
8/29/18 2:01,02:00,66.7,75.5,66.2,73.1,73.7,65.6,80.9,65.9,66.5,63.7
8/29/18 3:01,03:00,72.7,70,73.3,78.7,74.1,67.4,79.7,65.3,71.8,64.7
8/29/18 4:01,04:00,77,75,77.5,81.9,89.8,72.9,78.6,67.7,77.1,68.6
8/29/18 5:01,05:00,77,73.4,77.5,83.4,92.2,72.3,77.5,71.7,75.5,74.1
8/29/18 6:01,06:00,76.4,69.8,74.6,81.2,92.2,73.5,78.1,75.2,72.3,71.6
8/29/18 7:01,07:00,70.8,55,72.8,65,83.1,72.2,71.8,72.3,64.2,69
8/29/18 8:01,08:00,60.9,47.1,66.9,34.7,73.1,53.5,65.4,62.5,59,31.1
8/29/18 9:01,09:00,49,45.3,56.1,39.5,55.8,44.2,53.5,57.8,51.9,36.1
8/29/18 10:01,10:00,39,41,42.5,40.2,43,37.9,45.7,48.7,41,29
8/29/18 11:01,11:00,36,33.4,29.9,33.4,32,32.2,34.3,39.9,33.5,25.8
8/29/18 12:01,12:00,20.8,16.9,16.4,18.3,18.3,22.8,21.1,26.2,13.3,15.1
8/29/18 13:01,13:00,13.3,10.7,10.6,12.8,13.2,11.7,13.6,10.9,11.3,7.3
8/29/18 14:01,14:00,10.6,10,9.2,11.5,10.3,11,12.1,10.3,11.3,7.3
8/29/18 15:01,15:00,10.6,9.4,9.2,10.9,10.3,11.6,13.5,9.1,10.7,7.3
8/29/18 16:01,16:00,9.9,10.6,8.1,10.9,12.2,10.7,12.8,9.1,10.1,6.6
8/29/18 17:01,17:00,11,9.4,11.9,17.5,11.3,12.1,11.4,8.3,14.1,8.5
8/29/18 18:01,18:00,30.1,14.1,27.7,30.7,25.1,30.1,29.6,11.7,18.3,25.7
8/29/18 19:01,19:00,33.9,32,32.8,35.7,31.4,30.6,36.7,32.2,32.1,30.2
8/29/18 20:01,20:00,37.7,39,35.3,38.2,39.8,36.5,42.5,38,38.5,33.4
8/29/18 21:01,21:00,47.2,47.8,46.3,48.3,48.2,43,50,48.8,48.5,42.5
8/29/18 22:01,22:00,54.5,54.6,53.2,55,54.4,48.8,56.1,52.5,53.9,49.5
8/29/18 23:01,23:00,59.3,58.8,58.7,59.8,59.2,45.4,62.1,56.1,56.8,55.5
8/30/18 0:01,00:00,65.8,64.1,63.4,67.4,64.5,38.7,65.6,62.7,61.5,55.5
8/30/18 1:01,01:00,69.8,69.9,68.8,76,69.2,41.8,71.9,67.9,69.5,62.7
8/30/18 2:01,02:00,71.5,73.9,71.1,79.9,73.1,45.7,71.3,70.2,70.6,59.6
8/30/18 3:01,03:00,68,71,67.5,73.7,69.1,51.4,68.9,62.5,61.9,43.2
8/30/18 4:01,04:00,63.8,55.4,60.2,76.5,84.2,59.5,66.5,55.2,64.8,48.8
8/30/18 5:01,05:00,60.8,52.9,65,65.5,73.5,69.2,67.1,46.4,46.1,49.4
8/30/18 6:01,06:00,49.8,41.9,50.8,60.1,60.9,65.6,65.3,43.8,36.6,48.2
8/30/18 7:01,07:00,49.3,39.2,49.6,52.2,56.8,54,51.4,37.4,38.6,42.7
8/30/18 8:01,08:00,39.4,26.7,39.5,25.2,43.2,32.9,40.2,31,31.8,23.5
8/30/18 9:01,09:00,30.7,22.9,30.5,19.2,31,27.8,30.8,24.5,26.7,21.5
8/30/18 10:01,10:00,23.5,17.7,22.1,22.2,24.6,17.8,23.1,17.7,18.1,13.5
8/30/18 11:01,11:00,14.6,11.5,12.3,15,14.6,12.3,16.4,13.6,14.1,10.1
8/30/18 12:01,12:00,13.3,10.1,9.3,12.3,13.2,10.9,11.6,11,12,8.1
8/30/18 13:01,13:00,10.6,11.6,9.3,10.4,10.3,9.7,11.6,10.4,10.8,6.8
8/30/18 14:01,14:00,12.8,10.8,10,10.4,11.1,11.5,12.9,9.6,10.8,7.3
8/30/18 15:01,15:00,12,10.8,10.7,14.2,12.2,12.2,14.3,11,10.8,6.6
8/30/18 16:01,16:00,13.3,10.8,12,14.2,12.2,11.4,14.3,10.3,11.5,8.7
8/30/18 17:01,17:00,16,12.9,13.2,18.2,12.8,12.8,21,12.4,14.3,11.4
8/30/18 18:01,18:00,20,12,15.9,24,15.6,12.8,14.7,14.4,14.8,11.4
8/30/18 19:01,19:00,21.8,16,17.1,28.5,21.2,15.3,22,17,20,12.5
8/30/18 20:01,20:00,22.4,18.6,20.5,29,24.8,23.6,24,17.7,23.4,18.6
8/30/18 21:01,21:00,31,24.5,27.9,36.8,33.3,28.3,41.6,24.4,27.3,22.6
8/30/18 22:01,22:00,30.3,21.7,27.2,36.1,31.9,28.9,53.5,22.2,27.9,24.6
8/30/18 23:01,23:00,34.8,25.6,27.7,36.7,36,29.5,42,28.4,30.4,24.6
8/31/18 0:01,00:00,39.9,30.8,33.6,44.9,41.6,32.8,50.9,29.7,35.5,29.7
8/31/18 1:01,01:00,45.6,41.1,40.8,46,44.4,37.4,55.8,31.6,36.8,29.7
8/31/18 2:01,02:00,41.1,41.8,39.5,49.8,40.9,38,68.4,35.6,35.4,36.3
8/31/18 3:01,03:00,42.3,44.9,39.5,51.6,44.3,42.5,60.6,39.5,41.8,34.9
8/31/18 4:01,04:00,49.8,42.3,43.8,62.5,60.8,47,63,38.1,46.1,42
8/31/18 5:01,05:00,48.5,46,47,62.3,61.5,56.5,58.1,37.4,55.8,45.7
8/31/18 6:01,06:00,49.2,44.1,47.6,62.9,49.8,57.1,61.7,38.7,47.2,43.8
8/31/18 7:01,07:00,46.8,28.9,47.1,55.3,43.6,49,45.1,29.5,41.8,37.4
8/31/18 8:01,08:00,41.1,30.9,38.8,43.6,47.2,38,40,30.9,27.7,29.6
8/31/18 9:01,09:00,36.4,27.9,32.5,40.2,45.5,32.3,37.2,29.8,27.7,21.3
8/31/18 10:01,10:00,28.1,19.6,24.1,28.1,30.4,25.2,30.3,21.9,18.9,16.1
8/31/18 11:01,11:00,16.6,14.2,14,18.3,17.3,17.6,17.6,15.1,14.2,12
8/31/18 12:01,12:00,16,13.6,13.3,15.1,15.2,16.9,14.8,13.1,14.2,12
8/31/18 13:01,13:00,21.4,14.8,19.5,16.9,15.2,19,18.1,15.8,15.6,13.4
8/31/18 14:01,14:00,20.6,15.4,18.6,22.7,17.8,20.3,22.2,17.8,18.1,14.6
8/31/18 15:01,15:00,27.3,19.4,21.3,24.7,23.5,23,29.4,19.9,21.5,18.7
8/31/18 16:01,16:00,31.1,24.6,30,36.9,32.7,25.7,30.7,25.3,40.9,24
8/31/18 17:01,17:00,35.8,27.3,32.1,43.9,35.6,28.4,31.4,27.3,36.5,26.1
8/31/18 18:01,18:00,40.8,32.4,37.9,50.6,36.9,35.7,41.6,32.6,39,32
8/31/18 19:01,19:00,45.8,36.2,43.6,54.9,44.6,37.6,49.1,35.2,47.1,37.2
8/31/18 20:01,20:00,48.3,42.7,44.2,54.9,47.4,36.2,45.4,41,49.5,36.5
8/31/18 21:01,21:00,34.8,27.6,30.9,48,43.8,28.8,33,26.3,43.8,27.8
8/31/18 22:01,22:00,41.7,36,38.8,49.8,43.1,28.8,40.7,31,39.3,31.6
8/31/18 23:01,23:00,42.3,43,40.7,51.6,50.7,34,47,40.8,51.2,34.2
9/1/18 0:01,00:00,53.5,51.2,50.2,58.9,57.5,47.7,53.2,47.1,51.2,51.5
9/1/18 1:01,01:00,62.6,54.8,57.7,67.2,55.5,52.1,61.2,46.5,58.3,49
9/1/18 2:01,02:00,60.2,59,59.5,63.7,59.5,49.5,62.9,54.5,54.1,53.3
9/1/18 3:01,03:00,66.1,61.4,63.2,68.6,65.6,53.9,70.3,58.8,61.2,59.5
9/1/18 4:01,04:00,63.2,57.2,56.4,64,68.8,59.5,62.9,54.5,55.8,56.3
9/1/18 5:01,05:00,63.6,60.8,63.6,70.2,70.8,61.3,64,53.8,59.4,57.6
9/1/18 6:01,06:00,61.9,55.9,60.7,69.6,69.5,61.9,64.5,53.2,57.6,55.2
9/1/18 7:01,07:00,59.6,55.4,59.5,59.5,65.6,59.5,59.9,55.1,52.2,53.9
9/1/18 8:01,08:00,46.8,35.6,49.7,31.3,53.6,42.6,46.5,42.1,40,30.1
9/1/18 9:01,09:00,36.3,30.5,35.7,35.6,43.9,34.2,35.2,32.4,38.8,22.8
9/1/18 10:01,10:00,30.6,25.3,28.7,31.8,34.4,24.4,28,26.5,31.2,18.9
9/1/18 11:01,11:00,26.6,20.8,22.9,27.4,30.8,20.5,22.8,22.5,26.8,18.2
9/1/18 12:01,12:00,24,21.4,18.1,22.1,26.2,19.2,26.4,22,26.2,16.8
9/1/18 13:01,13:00,19.4,19.5,16.1,20.3,19.9,13.9,18.3,18.7,20.2,14.1
9/1/18 14:01,14:00,21.9,18.8,19.3,20.7,21.1,19.7,27.5,19.2,19.5,18.1
9/1/18 15:01,15:00,27.3,20.1,22,23.9,25.7,22.4,34.1,18.5,21.5,17.3
9/1/18 16:01,16:00,24,20.1,20,24.9,26.5,22.4,22.8,21.3,22.4,18.7
9/1/18 17:01,17:00,25.9,24,23.2,26,25.6,25,28,24.5,20.3,19.9
9/1/18 18:01,18:00,29.7,24.6,26.5,29.6,28.4,25.5,33.1,23.2,24,21.9
9/1/18 19:01,19:00,32.2,27.1,29.1,36.6,33.9,34.2,37.5,25.8,28.5,28.5
9/1/18 20:01,20:00,38.6,34.2,35.6,44.2,36,40.1,44,33.8,35.6,33.7
9/1/18 21:01,21:00,43.7,36.7,38.9,47.9,40.9,38.1,47.1,36.3,38.7,36.3
9/1/18 22:01,22:00,48.7,44.3,45.9,51,44.4,45.8,54.5,40.8,45.6,42.7
9/1/18 23:01,23:00,48.7,48.1,47.8,54.1,47.2,49.7,56.9,44.7,45,45.3
9/2/18 0:01,00:00,51.8,54.2,49,53.4,50.6,52.2,58.7,49,48.1,43.3
9/2/18 1:01,01:00,53.6,60.9,52.8,55.9,56.1,56.5,61.2,60.6,48.1,47.8
9/2/18 2:01,02:00,60.8,66.8,60.2,63.1,64.3,62,70,66,61.8,57.7
9/2/18 3:01,03:00,66.2,66.8,68.1,67.2,69,65.7,75.2,66,64.8,63.1
9/2/18 4:01,04:00,67.9,67.4,67.4,71.3,85,66.9,72.9,65.4,62.4,63.1
9/2/18 5:01,05:00,67.9,70.3,69.2,72.6,81.1,71.6,76.4,64.2,64.8,65.5
9/2/18 6:01,06:00,71.4,69.2,70.4,73.3,90.7,75.1,77,65.4,65.9,69
9/2/18 7:01,07:00,65.1,62.8,65.7,68.4,81.6,72.2,73.6,62.5,63.1,61.4
9/2/18 8:01,08:00,53.2,53.2,54.8,39,61.2,48.6,49.7,59,47.6,31.6
9/2/18 9:01,09:00,39.4,41.2,42.7,33.7,46.8,35.6,41.5,41.4,43.2,29.3
9/2/18 10:01,10:00,36.2,36.8,35.7,36.1,40.6,31.7,38.9,40.2,38.7,30.6
9/2/18 11:01,11:00,34.9,36.8,25.5,34.2,36,27.8,35.9,40.2,38.7,28
9/2/18 12:01,12:00,31.1,33.1,23.5,31.8,30.4,25.3,29.5,33.9,33.7,25.4
9/2/18 13:01,13:00,29.2,28.7,23.5,29.2,26.2,21.5,26.2,30,29.9,22.8
9/2/18 14:01,14:00,24.8,27.4,20.9,28.6,24.8,22.6,26.9,26.7,28.1,22.1
9/2/18 15:01,15:00,24.8,26.8,21.5,28,26.2,23.2,27.5,21.7,25,20.8
9/2/18 16:01,16:00,24.8,26.1,22.4,26.1,31.6,22.6,27.5,24.1,26.3,19.6
9/2/18 17:01,17:00,28.7,27.5,26.2,31.2,30,25.9,28.3,24.9,18.8,20.9
9/2/18 18:01,18:00,33.8,30,30.7,36.3,34.9,29.9,41.1,28.7,23.2,26.8
9/2/18 19:01,19:00,39.5,36.9,36.5,40.6,35.5,37.7,47.9,35.2,37.8,32
9/2/18 20:01,20:00,47,29,43.6,44.9,41,42.9,57.1,29.8,38.9,37.8
9/2/18 21:01,21:00,48.8,31.5,44.1,48,39.6,45.9,50.2,31,36.8,40.9
9/2/18 22:01,22:00,52.5,39.9,48.5,52.3,47.2,47.8,56.3,36.3,45.7,44.7
9/2/18 23:01,23:00,51.8,47.5,49.7,55.9,59.7,51.6,63,44.7,45,45.3
9/3/18 0:01,00:00,56.1,51.2,54.7,59.5,58.2,56,61.8,47.2,49.9,48.4
9/3/18 1:01,01:00,53,50.5,53.5,63.7,57.5,52.2,60.6,49.7,51.1,48.4
9/3/18 2:01,02:00,52.4,56,51.5,62.5,59.6,55.3,60,50.9,51.7,46.5
9/3/18 3:01,03:00,53,51.7,53.4,63.7,55.4,57.8,60,47.7,52.3,50.9
9/3/18 4:01,04:00,55.4,54.2,54.6,63.1,73.7,62.1,63,49.6,47.4,53.4
9/3/18 5:01,05:00,56,51.7,54,60.7,73.7,60.2,59.9,49,45.5,52.7
9/3/18 6:01,06:00,60.3,52.9,59.6,62.5,68.3,63.3,63.6,50.2,49.2,56.4
9/3/18 7:01,07:00,60.9,54.8,60.9,61.9,70.4,63.9,67.8,55.2,49.2,52.8
9/3/18 8:01,08:00,57.4,48.2,55.4,59.6,59,57.9,62.5,49.7,46.3,49.8
9/3/18 9:01,09:00,43.3,40.7,46.7,46.8,54.3,47.4,49.8,43.5,39.5,38.5
9/3/18 10:01,10:00,42.2,35.1,44.3,38.1,46.1,44.2,43,39.7,37,36
9/3/18 11:01,11:00,42.8,33.9,40.4,42.5,40.5,41.6,46.7,35.2,37.7,35.2
9/3/18 12:01,12:00,40.3,31.4,36,40.2,35.8,39,41.1,32.7,32.6,32.1
9/3/18 13:01,13:00,30.7,28.9,29.5,35.2,33,32,36.8,29.5,28.2,26.9
9/3/18 14:01,14:00,32,28.2,27.5,36.4,42.7,28.6,34.2,28.1,33.4,25.6
9/3/18 15:01,15:00,27.4,30.1,28.3,37.7,37.2,23.4,35.5,32.8,28.9,24.9
9/3/18 16:01,16:00,28.1,25,23.7,31.3,35.7,23.9,36.2,25.6,25,22.9
9/3/18 17:01,17:00,27.3,28.7,25.4,33.1,34.2,25.8,28.9,27.5,18.7,20.3
9/3/18 18:01,18:00,34.5,25.3,30,31.7,33.5,30.5,32,26.6,25.6,25.5
9/3/18 19:01,19:00,33.6,33.1,29.2,35.5,35.5,26.9,32,31.9,31.9,26.7
9/3/18 20:01,20:00,40.1,36.8,38.4,43.1,38.9,36.9,39.6,37.7,37.6,33.9
9/3/18 21:01,21:00,46.9,43.8,42.2,50.5,50,44.7,49.7,41.5,43.3,38.5
9/3/18 22:01,22:00,48.2,49.4,46,47.3,52.1,49.1,49.7,49.1,48.7,44.1
9/3/18 23:01,23:00,55.5,56.7,51.6,57.1,58.2,52.2,62.4,52.8,53,48.5
9/4/18 0:01,00:00,62.1,62.1,59.7,65.5,65,56,67.7,57.1,57.2,56.5
9/4/18 1:01,01:00,63.8,65.7,65.1,70.7,68.3,60.8,74.7,59.5,62.5,55.2
9/4/18 2:01,02:00,66.1,69.2,64.4,71,68.3,56.5,68.9,64.8,66.5,55.2
9/4/18 3:01,03:00,68.5,71.2,66.8,75.4,67,58.3,70.9,65.9,65.9,61.3
9/4/18 4:01,04:00,68.2,71.7,67.2,75.8,77.2,64.4,70.2,65.3,65.1,58.8
9/4/18 5:01,05:00,70.4,70,70.1,76.3,88.6,66.6,76.3,59.4,62.3,61.7
9/4/18 6:01,06:00,69.3,66.2,67.2,74.2,80.4,71.3,71.9,58.2,56.5,61.7
9/4/18 7:01,07:00,54.2,45.7,55.3,47.7,71.7,61.4,63.1,55.8,48,51.5
9/4/18 8:01,08:00,48.8,49,51,38.8,63.1,49.7,50.4,61.4,47.5,34.7
9/4/18 9:01,09:00,47.8,46.5,50.5,35.9,53.2,38.5,46.1,50.5,50.7,36.2
9/4/18 10:01,10:00,38.9,36.2,35.2,37.6,41,31.9,35.2,38.4,41.5,24.9
9/4/18 11:01,11:00,32.5,37.7,27.6,30.5,33.9,27.4,35.2,40.4,33.8,26.9
9/4/18 12:01,12:00,35.2,33.9,23,31.3,33.3,22.9,30.4,34.7,35.2,23.5
9/4/18 13:01,13:00,28.1,26.8,23.6,29.4,26.2,20.8,25.6,27.4,28.8,20.9
9/4/18 14:01,14:00,25.5,25.5,20.4,26.7,21.9,20.8,25.6,24.9,24.8,19.5
9/4/18 15:01,15:00,23.5,22.8,20.4,24.8,22.6,20,29.6,21.8,24.8,19
9/4/18 16:01,16:00,26.1,24.2,21.1,26.1,23,26,27,22.8,24.3,23.7
9/4/18 17:01,17:00,26.6,22.1,24.1,27.9,24.9,25.2,25.5,21.4,19.8,22.3
9/4/18 18:01,18:00,29.7,26.6,25.3,27.1,29.1,25.7,29.3,26.6,24.7,22.7
9/4/18 19:01,19:00,34.8,33.7,29.9,35.5,34.7,31,34.5,34.5,33.1,27.4
9/4/18 20:01,20:00,41.4,45.2,39.8,43.2,42.6,35,41,43.6,42.8,34.6
9/4/18 21:01,21:00,54.5,55.1,52.5,55.5,52.3,53.1,63.8,53.6,53.2,51.2
9/4/18 22:01,22:00,59.2,56.2,56.1,59.7,55,55.5,93.9,59.1,57.9,51.8
9/4/18 23:01,23:00,59.8,64,56.8,64.4,58.3,53.7,90.8,64.3,57.9,50.5
9/5/18 0:01,00:00,58.6,61,56,58.4,59,56.7,64.3,61.3,58.4,54.8
9/5/18 1:01,01:00,63.9,68.7,64.6,66.8,68.4,79.2,71.9,69.5,72.3,63.3
9/5/18 2:01,02:00,93.1,90.1,93.2,88.9,81.6,89.1,95.4,92.2,88.9,91.6
9/5/18 3:01,03:00,96.2,95.8,96.3,96.1,91.8,93.9,98.1,96.2,94.8,94.1
9/5/18 4:01,04:00,96.2,97.3,97.8,96.8,93.6,94.1,98.1,97.2,96.8,93.1
9/5/18 5:01,05:00,96.2,98.3,98.3,97.2,95.5,97.1,98.5,95.8,97.2,95.2
9/5/18 6:01,06:00,96.7,99.4,98.8,97.2,95.5,95.6,99.1,93.4,97.2,94.1
9/5/18 7:01,07:00,96.2,96,96.9,96.8,95.5,93.3,99.6,94.8,91.5,90.1
9/5/18 8:01,08:00,96.2,76.8,91.9,92.5,84.2,74.7,98.1,90.2,81,52.1
9/5/18 9:01,09:00,81.5,77.4,83.2,56.9,66,72.9,92.3,79.6,72.3,66.9
9/5/18 10:01,10:00,76.1,66.5,72.9,58,55.3,59.3,76.5,72.4,62.6,56.8
9/5/18 11:01,11:00,67,64.7,67.7,50.1,57.2,56.9,69.7,66.2,56.8,55.6
9/5/18 12:01,12:00,60.6,61.8,44.1,52.7,48.7,40.8,58.6,62.2,54.5,48.3
9/5/18 13:01,13:00,52.9,56.5,45.9,52.7,51.8,46.5,53.2,58,50.9,42.2
9/5/18 14:01,14:00,59.3,58.1,58,62.7,60.4,61.2,61.4,59.1,59.7,60.3
9/5/18 15:01,15:00,73.8,65.8,85.4,69.7,68.5,87.5,75.4,66.1,70.1,85.5
9/5/18 16:01,16:00,88.5,67,88.7,85.5,81,87.8,82.6,65.5,85.8,91.4
9/5/18 17:01,17:00,92.2,92.1,95.7,91.5,90,93.9,91.8,91.7,92.5,95.1
9/5/18 18:01,18:00,89.5,88.4,92.5,85.5,92.6,92.8,92.3,89.2,88.9,89.6
9/5/18 19:01,19:00,88.5,88.9,91.9,89.3,91.3,96,93.4,84.4,85.3,89.3
9/5/18 20:01,20:00,86.3,84,91.4,89.3,87.4,94.4,91.3,81.8,82.1,87.7
9/5/18 21:01,21:00,89,83.4,91.4,87,84.8,96,90.2,81.2,80.5,89.6
9/5/18 22:01,22:00,85.1,82.3,89,86.3,81.2,95.4,90.5,81.2,79.9,87
9/5/18 23:01,23:00,84.1,80.1,86.5,81.6,81.2,91.5,87.3,76.8,77.2,84.8
9/6/18 0:01,00:00,83,80.7,84.2,82.7,84.2,91.5,86.8,76.8,77.8,85.8
9/6/18 1:01,01:00,84,84,85.3,83.1,84.4,92.4,85.2,81.8,78.8,88.9
9/6/18 2:01,02:00,87.1,81.8,90.5,86.7,83.1,92.9,90.3,81.2,81.4,88.9
9/6/18 3:01,03:00,87.1,83.8,87.7,88.3,85.6,94.2,91.8,83.4,85.4,92.9
9/6/18 4:01,04:00,88.5,87,90.4,89.3,88.1,94.2,90.2,80.7,87.9,89.3
9/6/18 5:01,05:00,88.5,82.1,91.9,91.3,89.8,94.2,92.7,80.6,87.9,91.8
9/6/18 6:01,06:00,90,83.8,91.9,89.8,90.4,96.2,94.3,79,83.8,90.8
